N,lookback,state,sep,surr,corr,share,run,diag,sep_autocorr,sep_range_to_path,sep_dir_changes,sep_mean_crossings
50,281.0,trending,0.1561128952969417,0.10448332548138457,0.05162956981555712,0.28415239686296345,32.0,0.9822630169203632,0.12096230478386456,0.19133343516492599,-0.1028808144841927,-0.2092750267547835
50,281.0,drifting,0.04383279821975918,0.025068982407471633,0.01876381581228755,0.3869506705647594,20.0,0.9641554702495202,-0.06100253986697745,0.012083640880434688,0.05669600324379463,0.04554900888782996
50,281.0,range,0.10325180534733479,0.10651038479931546,-0.0032585794519806727,0.32889693257227715,23.0,0.9710075374756514,-0.04591217231280991,-0.18931165956473017,0.03387741531410708,0.14390597419769197
51,286.0,trending,0.1534284617097464,0.10222396170336534,0.05120450000638105,0.28547529647942305,33.0,0.9828085826848566,0.12880307575101738,0.18889385142894388,-0.10512001912708135,-0.19089690053194291
51,286.0,drifting,0.0420265708832403,0.024256967782527526,0.017769603100712773,0.3877002862559946,20.0,0.9644381564433361,-0.06021889986839262,0.003917191585104711,0.05946619625549746,0.04450399582396643
51,286.0,range,0.09901594660313862,0.10293783091880333,-0.003921884315664717,0.32682441726458233,23.0,0.9707848547776862,-0.05444225007900071,-0.17935669216892397,0.03329702118547652,0.12896782297915327
52,293.0,trending,0.15083951710346769,0.09969380091421881,0.051145716189248874,0.2856171401956218,35.0,0.9833648639832996,0.12637766002416614,0.18386978384843417,-0.10660958700925344,-0.18650103753201702
52,293.0,drifting,0.046715148131040024,0.026061895861143467,0.020653252269896557,0.38698649278062414,20.0,0.9648446905851192,-0.07642380357404306,0.00532866408710768,0.0667199679434706,0.03838815691953876
52,293.0,range,0.09230913547652721,0.10127815694982778,-0.008969021473300573,0.3273963670237541,23.0,0.970996755279786,-0.034768195829916734,-0.17611031061625385,0.02690537289258402,0.13145266256735424
53,298.0,trending,0.14350840107443824,0.09654457983789592,0.046963821236542316,0.2857222729559983,34.0,0.9834632571186275,0.131410447202815,0.17603109416737106,-0.10174495715080756,-0.16484710577675926
53,298.0,drifting,0.04690055654841819,0.026356190677556134,0.020544365870862055,0.3860819650744544,21.0,0.9650418869655488,-0.09123577529461672,0.005521761447755688,0.07050744811031215,0.020337241340988195
53,298.0,range,0.08538431430037813,0.09846358861770986,-0.013079274317331732,0.3281957619695473,23.0,0.9713401124808271,-0.023557159449694644,-0.1688749112514644,0.018381259591052294,0.13072392690930118
54,305.0,trending,0.14576817238834344,0.09511725718297885,0.05065091520536459,0.28808153902104683,34.0,0.9833603107801878,0.14783392951122354,0.17220988823406977,-0.106448691442317,-0.15658018036576338
54,305.0,drifting,0.04677564133017736,0.024419522216304383,0.022356119113872974,0.384503482939657,21.0,0.965405982387618,-0.09901734755844604,0.006610100180780056,0.07607373466027456,0.005401382921208769
54,305.0,range,0.08904005291097036,0.09603008348550737,-0.0069900305745370095,0.32741497803929615,23.0,0.9721636560487777,-0.0312688160283994,-0.16748664800196175,0.017382922998918866,0.14002182461460144
55,309.0,trending,0.14759035898983797,0.09352293300278643,0.05406742598705154,0.286062041821336,34.0,0.9835327876870904,0.1543854939764646,0.17215465754662104,-0.10790548083092628,-0.15591580360533994
55,309.0,drifting,0.04871392031085236,0.025368537990619208,0.02334538232023315,0.38619448226976816,21.0,0.9662052805758872,-0.1020565141382838,0.00271107506358047,0.07740095366364168,0.012687138377903499
55,309.0,range,0.08585500933724707,0.09445702408407786,-0.008602014746830783,0.3277434759088959,25.0,0.9726698172294027,-0.033304532695578606,-0.1624938570618103,0.016747013962496744,0.13087463362910268
56,314.0,trending,0.1471722304381357,0.08992304712169036,0.05724918331644535,0.2875769885991351,35.0,0.9838856696399505,0.15235595199943358,0.1687920631663982,-0.11415311390455643,-0.15338779268215463
56,314.0,drifting,0.050293745280007074,0.025043538399999715,0.02525020688000736,0.38369807364696634,21.0,0.9659858965912695,-0.10107075847362108,-0.0017195846139781662,0.0883311883884993,0.010053449643929738
56,314.0,range,0.08274525723023327,0.09188601745808504,-0.009140760227851777,0.32872493775389855,24.0,0.9726249821962684,-0.033143276169101836,-0.1548723496462547,0.011326086034744129,0.1316393170708324
57,320.0,trending,0.15399398833618166,0.0891743170470601,0.06481967128912157,0.28854129525024863,36.0,0.9843236738543598,0.15241284067932476,0.17751421571949055,-0.12027638518236079,-0.16577251176355062
57,320.0,drifting,0.05531394183628403,0.023509447347504188,0.03180449448877984,0.38206316737665846,22.0,0.9662228554583866,-0.11352925997635396,-0.005089101555362297,0.09280832261925265,0.009829083194167188
57,320.0,range,0.0839930501821858,0.0909874771585805,-0.006994426976394699,0.32939553737309285,24.0,0.97278504459833,-0.020303290281138812,-0.15953142614835425,0.012584142245413772,0.14355334205383635
58,325.0,trending,0.14599054950267562,0.08564475612860072,0.060345793374074905,0.2878034128667705,37.0,0.984930523843695,0.16521478725988492,0.16133636088645098,-0.11527821786093323,-0.14213283200343335
58,325.0,drifting,0.057343369438279314,0.023561860726629413,0.0337815087116499,0.38054966303103116,22.0,0.9666938050477388,-0.12288367352053194,0.009196735386949541,0.093323291295161,-0.003969777550474748
58,325.0,range,0.08101833297473708,0.08829386318947444,-0.007275530214737355,0.33164692410219826,24.0,0.9730456694696905,-0.022092392696908415,-0.15897290670111694,0.007352011752993897,0.13565602074792907
59,330.0,trending,0.140137128679057,0.08378884704844838,0.05634828163060862,0.28738258441228737,37.0,0.9850785340314137,0.15936335188873454,0.15268407935772096,-0.10890783580720594,-0.13959324766256662
59,330.0,drifting,0.055807864201490545,0.022203654947723986,0.03360420925376656,0.3830827527197164,22.0,0.9672493371305116,-0.11805102429797634,0.011357948863832953,0.08369519698395214,0.010127286660200737
59,330.0,range,0.07627465311069209,0.08634891186380736,-0.010074258753115267,0.3295346628679962,23.5,0.9732252447692176,-0.021442733481821952,-0.15367405230344575,0.011423552020908556,0.11855827463659212
60,337.0,trending,0.1323736280723613,0.08331020456885009,0.049063423503511214,0.29038425315501976,37.0,0.9851753333117073,0.15936424855617598,0.14129244252126152,-0.1009185337782536,-0.1279192874337541
60,337.0,drifting,0.054569586632600864,0.02295911103924127,0.0316104755933596,0.3793369749482012,22.0,0.9671707765278502,-0.12192440279746664,0.013630685793510856,0.07803644141886483,0.004686816520561143
60,337.0,range,0.07248724104414006,0.08356470064067638,-0.011077459596536318,0.33027877189677907,24.0,0.9736421725239617,-0.01868426328808179,-0.14613419586503587,0.01095172876300882,0.11417877626043375
61,342.0,trending,0.13905899290173232,0.08264499698399728,0.056413995917735035,0.29012753273214353,35.5,0.984846021267601,0.16779472507600166,0.14990222470277384,-0.10482930634861626,-0.13370971547953753
61,342.0,drifting,0.050603843285483695,0.023955880449404485,0.02664796283607921,0.3792212202392182,22.0,0.9671833403826537,-0.12117842511037062,0.004973378598845419,0.07440180381726996,0.0018617656154487614
61,342.0,range,0.07822264516928054,0.08235290714515396,-0.00413026197587342,0.33065124702863824,24.0,0.9739726027397261,-0.027250032909590632,-0.14478377738184084,0.018411510425412825,0.12244525996027783
62,350.0,trending,0.12944133426004098,0.08172007901302306,0.047721255247017924,0.2913880944714862,35.0,0.9846898972825381,0.1576499482740552,0.13683956276633535,-0.0918523650534065,-0.13142346094636687
62,350.0,drifting,0.04974740592792722,0.024333312336125176,0.025414093591802047,0.377526089509271,21.0,0.967156764351666,-0.11543129000612,-0.0009680243345813674,0.06400760828783078,0.018582701083176757
62,350.0,range,0.06789485730378648,0.0805740630750614,-0.012679205771274918,0.3310858160192428,25.0,0.9744492131616596,-0.02449726840793106,-0.12655234197300866,0.017718035656790403,0.10281178317741582
63,356.0,trending,0.12280450471133603,0.08227697384127129,0.040527530870064735,0.2912945054320543,36.0,0.9845198217828222,0.1436609973008873,0.13010509412322815,-0.07832900920904595,-0.13912291821218273
63,356.0,drifting,0.052737205352863664,0.024854242684783184,0.02788296266808048,0.3789272284683217,22.0,0.9677951692753913,-0.10893508671688022,-0.011016955026056497,0.06125253429079224,0.02974424537772568
63,356.0,range,0.05854898034940238,0.07844545679805882,-0.01989647644865644,0.32977826609962396,26.0,0.9750905016376487,-0.01819133531279157,-0.10979056990646706,0.007940938377950114,0.09827307780040077
64,360.0,trending,0.12171412745471624,0.08214489638836896,0.039569231066347285,0.29257472201420026,37.0,0.9848013481107006,0.13742147614984845,0.1323358308604488,-0.07870965017848258,-0.1383895526300851
64,360.0,drifting,0.05662127466341867,0.02516899221545121,0.03145228244796747,0.37767202889346013,22.0,0.9681395932714034,-0.10849051133285,-0.020665604717199335,0.06351456887271337,0.03381441373091198
64,360.0,range,0.05376859064810501,0.07818615567503202,-0.02441756502692701,0.3297532490923396,26.0,0.975470884255931,-0.013318557024019656,-0.101951954821475,0.006165655084838204,0.0936381956620872
65,363.0,trending,0.12415056620854631,0.0799910530772849,0.044159513131261416,0.2909499943045905,37.0,0.9845651819220101,0.13124357992983934,0.14113864508993787,-0.07521769068289025,-0.1490023491315178
65,363.0,drifting,0.055598905096597345,0.02377271311861511,0.031826191977982234,0.3799597524395337,22.0,0.9685383711922433,-0.09173982262480862,-0.025702572933515935,0.057102979807508565,0.04785024502055626
65,363.0,range,0.0566758840544026,0.07541586409266987,-0.018739980038267268,0.32909025325587576,27.0,0.9757054648277455,-0.024739744230877353,-0.10444934346183855,0.009349867573801256,0.08816458095109322
66,367.0,trending,0.12307347647774822,0.07718115262249106,0.045892323855257156,0.29075620638370897,36.0,0.9846845074117802,0.12396632184218702,0.147454255423621,-0.07388341726674057,-0.14698991137844425
66,367.0,drifting,0.06927689771337853,0.023186496278239502,0.046090401435139025,0.381725965755253,23.0,0.968871789747177,-0.11095981023951997,-0.03133869931510928,0.07829619341174707,0.05651288788713778
66,367.0,range,0.049775277729593004,0.07431321390389228,-0.02453793617429928,0.327517827861038,27.0,0.9757745166550198,0.0028322215691975313,-0.10447811149525475,-0.014723109803916605,0.0770676680500031
67,372.0,trending,0.1127987943145331,0.07818604940789275,0.03461274490664035,0.2894621064310035,37.0,0.9853927757030966,0.11855321334158522,0.13211665327828528,-0.07366504269196171,-0.12686026794630015
67,372.0,drifting,0.054244565049799506,0.02376564917097707,0.030478915878822437,0.3813841386434064,24.0,0.9693951784863156,-0.10411956692297795,-0.012526193726174908,0.07319156681105238,0.027140932738992804
67,372.0,range,0.05231258810918654,0.07593731192540208,-0.02362472381621554,0.3291537549255901,27.0,0.9759344300412719,0.0008227330517024478,-0.10967553098602206,-0.009587984169530947,0.0891641042294907
68,379.0,trending,0.1079693753492023,0.07675751812530507,0.03121185722389723,0.29197247925896863,36.0,0.9856749491903232,0.12298496917464906,0.11676611195428187,-0.07415529234195044,-0.11797112792592784
68,379.0,drifting,0.05730422085574043,0.02575320653945169,0.03155101431628875,0.3795297742648536,24.0,0.9697848621655023,-0.11078598560729477,-0.00780370254367734,0.08285672297975705,0.0277704722922326
68,379.0,range,0.050994954425579476,0.07512653902164446,-0.02413158459606498,0.32849774647617774,27.0,0.9763403263403263,0.003013045356334642,-0.10109731955615513,-0.01895830595842523,0.08091114683140291
69,383.0,trending,0.1130435612529353,0.0751740711936793,0.037869490059255995,0.2910818811492293,37.0,0.9859103927313428,0.12719325043623092,0.11590971069176607,-0.08200938680208518,-0.127061897081659
69,383.0,drifting,0.05645071593905985,0.0236279700871328,0.03282274585192705,0.380598373298334,24.0,0.9699869070399839,-0.11062312215913195,-0.001646395997396485,0.08464494838562665,0.02888839721408432
69,383.0,range,0.052305943119532364,0.07327393008532737,-0.020967986965795007,0.3283197455524367,28.0,0.9765045823361158,-0.0007621881826846169,-0.1067004659425502,-0.013747022403655999,0.08801409594923863
70,393.0,trending,0.11036729802906743,0.07376890705868948,0.03659839097037795,0.2903151510498637,36.0,0.9856835840634816,0.1249373715934654,0.12552153822749906,-0.06726975938805321,-0.12374052290725208
70,393.0,drifting,0.04922638203061746,0.02407638679359269,0.02514999523702477,0.37974549921308204,24.0,0.9699696663296259,-0.1051412304706052,-0.003965775232189212,0.07046958153854531,0.017328940881130097
70,393.0,range,0.056603156590242246,0.07309543492395001,-0.01649227833370777,0.32993934973705424,28.0,0.9767827529021559,-0.004415990858842068,-0.11275313462967655,-0.012387332442548419,0.09685616842990195
